Account Number,Date,Revenue Amount,Type,Fund,Campaign,Appeal,Primary City,Primary State,Primary ZIP Code
2544,9/1/24,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
5,9/1/24,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
91,9/1/24,$5.00 ,Recurring Donation Payment,Unrestricted,,,Goodyear,AZ,85395
2264,9/1/24,$15.64 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-7583
8001,9/1/24,$20.00 ,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
10675,8/31/24,$51.80 ,Donation,Unrestricted,Sam's Fans 2024,,Powell,OH,43065
10674,8/31/24,$20.91 ,Donation,Unrestricted,Sam's Fans 2024,,Corona,CA,92883
10673,8/31/24,$20.91 ,Donation,Unrestricted,Sam's Fans 2024,,columbus,OH,43206
10672,8/31/24,$93.00 ,Donation,Unrestricted,Sam's Fans 2024,,Bexley,OH,43209
9796,8/31/24,$86.70 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43214
10669,8/31/24,$21.11 ,Donation,Unrestricted,Sam's Fans 2024,,,,
10668,8/31/24,$20.91 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43221
9651,8/31/24,$62.10 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43214
10667,8/30/24,$26.81 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43229
8000,8/30/24,$154.79 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43215
10461,8/30/24,$31.20 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43212
10496,8/30/24,$31.20 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43221
10666,8/30/24,$41.50 ,Donation,Unrestricted,Sam's Fans 2024,,Hilliard,OH,43026
10665,8/30/24,$43.50 ,Donation,Unrestricted,Sam's Fans 2024,,,,
9651,8/30/24,$21.91 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43214
10663,8/30/24,$41.50 ,Donation,Unrestricted,Sam's Fans 2024,,Powell,OH,43065-7445
10662,8/30/24,$41.50 ,Donation,Unrestricted,Sam's Fans 2024,,Gahanna,OH,43230
10661,8/30/24,$41.50 ,Donation,Unrestricted,Sam's Fans 2024,,Westerville,OH,43081
10660,8/30/24,$20.91 ,Donation,Unrestricted,Sam's Fans 2024,,Westerville,OH,43082
10659,8/30/24,$26.06 ,Donation,Unrestricted,Sam's Fans 2024,,Lewis Center,OH,43035
10443,8/30/24,$50.00 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,DUBLIN,OH,43016
9735,8/30/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43235
10658,8/30/24,$31.20 ,Donation,Unrestricted,Sam's Fans 2024,,Delaware,OH,43015-2729
10403,8/30/24,$20.91 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43228
10657,8/30/24,$41.50 ,Donation,Unrestricted,Sam's Fans 2024,,Gahanna,OH,43230
10656,8/30/24,$93.00 ,Donation,Unrestricted,Sam's Fans 2024,,Bexley,OH,43209
10655,8/30/24,$41.50 ,Donation,Unrestricted,Sam's Fans 2024,,Westerville,OH,43081
163,8/29/24,$104.30 ,Donation,Unrestricted,Sam's Fans 2024,,Powell,OH,43065
186,8/29/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,Charity Happy Hour,Columbus,OH,43231
8593,8/29/24,$300.00 ,Donation,Unrestricted,Sam's Fans 2024,Charity Happy Hour,Powell,OH,43065
9754,8/29/24,$50.00 ,Donation,Unrestricted,Sam's Fans 2024,Charity Happy Hour,Westerville,OH,43081
1294,8/29/24,$50.00 ,Donation,Unrestricted,Sam's Fans 2024,Charity Happy Hour,Westerville,OH,43081-5539
10654,8/29/24,$265.28 ,Donation,Unrestricted,Sam's Fans 2024,,Groveport,OH,43125
2558,8/29/24,"$1,500.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
10401,8/29/24,$103.30 ,Donation,Unrestricted,Sam's Fans 2024,,Gahanna,OH,43230
10653,8/28/24,$41.50 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43202
752,8/28/24,$10.50 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43214
8262,8/28/24,"$5,000.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43085
9215,8/28/24,"$5,000.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43215
32,8/28/24,"$2,500.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,St. James City,FL,33956
8514,8/28/24,"$2,500.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Grove City,OH,43123
10652,8/28/24,$20.91 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43214
250,8/28/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
10650,8/28/24,$20.91 ,Donation,Unrestricted,Sam's Fans 2024,,Westerville,OH,43081
10649,8/27/24,$41.50 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43209
10648,8/27/24,$500.00 ,Donation,Unrestricted,Sam's Fans 2024,,Jersey City,NJ,07302
10647,8/27/24,$41.50 ,Donation,Unrestricted,Sam's Fans 2024,,Hilliard,OH,43026
1334,8/26/24,$204.81 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43085-7216
8677,8/25/24,$27.35 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Mount Vernon,OH,43050
726,8/25/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43220
1773,8/25/24,$41.50 ,Donation,Unrestricted,Sam's Fans 2024,,San Francisco,CA,94115
2041,8/24/24,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43221
268,8/24/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Tavares,FL,32778
9677,8/23/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Sewickley,PA,15143
10404,8/23/24,$144.49 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43213
8225,8/22/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Dublin,OH,43016
10394,8/22/24,$20.91 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43235
163,8/20/24,$22.80 ,Recurring Donation Payment,Unrestricted,,,Powell,OH,43065
165,8/18/24,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Beavercreek,OH,45434
535,8/18/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43214
8231,8/18/24,$20.76 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-4014
10651,8/16/24,"$5,000.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43212
1566,8/15/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Darien,CT,06820-3204
10382,8/15/24,$21.11 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Columbus,OH,43214
9739,8/15/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Dublin,OH,43017
9068,8/15/24,$15.91 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,columbus,OH,43235
2139,8/15/24,$22.80 ,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
825,8/15/24,$50.00 ,Recurring Donation Payment,Unrestricted,,,Saint James City,FL,33956
383,8/15/24,$100.00 ,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
8831,8/14/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43221
8923,8/14/24,$41.50 ,Donation,Unrestricted,Sam's Fans 2024,,Chicago,IL,60634
8575,8/12/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Sammamish,WA,98074
1231,8/12/24,$20.00 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Edgewater,FL,32132-6942
752,8/12/24,$102.56 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
9765,8/11/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,Galena,OH,43021
1351,8/11/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43221
323,8/11/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Powell,OH,43065
32,8/11/24,$100.00 ,Recurring Donation Payment,Unrestricted,,,St. James City,FL,33956
193,8/11/24,$30.00 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
9738,8/10/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43214
1117,8/10/24,$25.00 ,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
5,8/10/24,$20.91 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43235
866,8/8/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Uniontown,OH,44685
10385,8/8/24,$51.80 ,Donation,Unrestricted,Sam's Fans 2024,,"Columbus, Ohio",OH,43221
1578,8/6/24,$15.91 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Fairmont,WV,26554
61,8/5/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
2543,8/3/24,$10.53 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235-6114
9736,8/1/24,$73.10 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,Columbus,OH,43220
2544,8/1/24,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
5,8/1/24,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
91,8/1/24,$5.00 ,Recurring Donation Payment,Unrestricted,,,Goodyear,AZ,85395
2264,8/1/24,$15.64 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-7583
8001,8/1/24,$20.00 ,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
10443,7/30/24,$50.00 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,DUBLIN,OH,43016
9735,7/30/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43235
10643,7/29/24,"$2,500.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
10642,7/29/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43229-4103
250,7/28/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
1334,7/26/24,$204.81 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43085-7216
8677,7/25/24,$27.35 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Mount Vernon,OH,43050
726,7/25/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43220
1973,7/25/24,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43204
2041,7/24/24,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43221
268,7/24/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Tavares,FL,32778
9677,7/23/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Sewickley,PA,15143
10275,7/23/24,$1.00 ,Donation,Unrestricted,Sam's Fans 2024,,,,
1533,7/23/24,"$7,065.50 ",Donation,Unrestricted,Sam's Fans 2024,2024 Sam's Fans 5K,,,
347,7/23/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43209
8225,7/22/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Dublin,OH,43016
163,7/20/24,$22.80 ,Recurring Donation Payment,Unrestricted,,,Powell,OH,43065
165,7/18/24,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Beavercreek,OH,45434
535,7/18/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43214
8231,7/18/24,$20.76 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-4014
10644,7/16/24,$30.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 Sam's Fans 5K,Goodyear,AZ,
1029,7/16/24,$91.80 ,Donation,Unrestricted,Sam's Fans 2024,2024 Sam's Fans 5K,,,
8496,7/16/24,$500.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
9247,7/16/24,"$2,078.71 ",Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43201
1566,7/15/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Darien,CT,06820-3204
10382,7/15/24,$21.11 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Columbus,OH,43214
9739,7/15/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Dublin,OH,43017
9068,7/15/24,$15.91 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,columbus,OH,43235
2139,7/15/24,$22.80 ,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
825,7/15/24,$50.00 ,Recurring Donation Payment,Unrestricted,,,Saint James City,FL,33956
383,7/15/24,$100.00 ,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
10637,7/14/24,$52.30 ,Donation,Unrestricted,Sam's Fans 2024,,Westerville,OH,43081
8831,7/14/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43221
8575,7/12/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Sammamish,WA,98074
1231,7/12/24,$20.00 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Edgewater,FL,32132-6942
752,7/12/24,$102.56 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
9765,7/11/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,Galena,OH,43021
323,7/11/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Powell,OH,43065
1351,7/11/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43221
32,7/11/24,$100.00 ,Recurring Donation Payment,Unrestricted,,,St. James City,FL,33956
193,7/11/24,$30.00 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
9738,7/10/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43214
10636,7/10/24,$156.29 ,Donation,Unrestricted,Sam's Fans 2024,,Powell,OH,43065
1117,7/10/24,$25.00 ,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
866,7/8/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Uniontown,OH,44685
1578,7/6/24,$15.91 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Fairmont,WV,26554
10635,7/5/24,$41.90 ,Donation,Unrestricted,Sam's Fans 2024,,Lewis Center,OH,43035
10634,7/5/24,$104.30 ,Donation,Unrestricted,Sam's Fans 2024,,Blue Ash,OH,45241
10633,7/5/24,$104.30 ,Donation,Unrestricted,Sam's Fans 2024,,Westerville,OH,43082
268,7/5/24,$104.30 ,Donation,Unrestricted,Sam's Fans 2024,,Tavares,FL,32778
61,7/5/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
2543,7/3/24,$10.53 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235-6114
9677,7/1/24,$24.23 ,Donation,Unrestricted,Sam's Fans 2024,,Sewickley,PA,15143
9736,7/1/24,$73.10 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,Columbus,OH,43220
10632,7/1/24,$104.30 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43214
2544,7/1/24,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
5,7/1/24,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
91,7/1/24,$5.00 ,Recurring Donation Payment,Unrestricted,,,Goodyear,AZ,85395
2264,7/1/24,$15.64 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-7583
8001,7/1/24,$20.00 ,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
1533,6/30/24,$130.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 Sam's Fans 5K,,,
163,6/30/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 Sam's Fans 5K,Powell,OH,43065
1533,6/30/24,$480.00 ,Donation,Unrestricted,Sam's Fans 2024,,,,
1533,6/30/24,$0.01 ,Donation,Unrestricted,Sam's Fans 2024,,,,
1771,6/30/24,,Soft Credit,Unrestricted,Sam's Fans 2024,,Columbus,OH,43220-2805
10591,6/30/24,$625.67 ,Donation,Unrestricted,Sam's Fans 2024,,,,
8623,6/30/24,"$1,500.00 ",Donation,Unrestricted,Sam's Fans 2024,,Powell,OH,43065
10443,6/30/24,$50.00 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,DUBLIN,OH,43016
9735,6/30/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43235
10631,6/29/24,$52.30 ,Donation,Unrestricted,Sam's Fans 2024,,Newark,OH,43055
250,6/28/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
1334,6/26/24,$204.81 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43085-7216
8677,6/25/24,$27.35 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Mount Vernon,OH,43050
726,6/25/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43220
2041,6/24/24,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43221
268,6/24/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Tavares,FL,32778
10630,6/23/24,$104.30 ,Donation,Unrestricted,Sam's Fans 2024,,Westerville,OH,43082
8225,6/22/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Dublin,OH,43016
163,6/20/24,$22.80 ,Recurring Donation Payment,Unrestricted,,,Powell,OH,43065
165,6/18/24,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Beavercreek,OH,45434
535,6/18/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43214
8231,6/18/24,$20.76 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-4014
1566,6/15/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Darien,CT,06820-3204
10382,6/15/24,$21.11 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Columbus,OH,43214
9739,6/15/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Dublin,OH,43017
9068,6/15/24,$15.91 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,columbus,OH,43235
1568,6/15/24,$73.10 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43220
2139,6/15/24,$22.80 ,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
825,6/15/24,$50.00 ,Recurring Donation Payment,Unrestricted,,,Saint James City,FL,33956
383,6/15/24,$100.00 ,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
8831,6/14/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43221
8186,6/12/24,$26.31 ,Donation,Unrestricted,Sam's Fans 2024,,Bethel,CT,06801
8575,6/12/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Sammamish,WA,98074
10629,6/12/24,$104.30 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43221
1231,6/12/24,$20.00 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Edgewater,FL,32132-6942
752,6/12/24,$102.56 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
9765,6/11/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,Galena,OH,43021
1351,6/11/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43221
323,6/11/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Powell,OH,43065
32,6/11/24,$100.00 ,Recurring Donation Payment,Unrestricted,,,St. James City,FL,33956
193,6/11/24,$30.00 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
9738,6/10/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43214
1117,6/10/24,$25.00 ,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
10628,6/9/24,$103.30 ,Donation,Unrestricted,Sam's Fans 2024,2024 Sam's Fans 5K,Columbus,OH,43235
866,6/8/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Uniontown,OH,44685
1578,6/6/24,$15.91 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Fairmont,WV,26554
1417,6/6/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,,Fairview Park,OH,44126
9146,6/6/24,$43.67 ,Donation,Unrestricted,Sam's Fans 2024,,Cincinnati,OH,45202
32,6/6/24,"$2,500.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 Sam's Fans 5K,St. James City,FL,33956
222,6/6/24,$500.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 Sam's Fans 5K,Columbus,OH,43209
61,6/5/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
10627,6/3/24,$73.10 ,Donation,Unrestricted,Sam's Fans 2024,,Grandview Heights,OH,43212
2543,6/3/24,$10.53 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235-6114
9736,6/1/24,$73.10 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,Columbus,OH,43220
2544,6/1/24,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
5,6/1/24,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
2264,6/1/24,$15.64 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-7583
8001,6/1/24,$20.00 ,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
10275,5/30/24,$1.00 ,Donation,Unrestricted,Sam's Fans 2024,,,,
54,5/30/24,"$2,500.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 Sam's Fans 5K,Upper Arlington,OH,43221
10443,5/30/24,$50.00 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,DUBLIN,OH,43016
9735,5/30/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43235
2270,5/28/24,$500.00 ,Donation,Unrestricted,Sam's Fans 2024,,Akron,OH,44319
10626,5/28/24,$204.22 ,Donation,Unrestricted,Sam's Fans 2024,,Houston,TX,77053
9838,5/28/24,"$3,000.00 ",Donation,Unrestricted,Sam's Fans 2024,,Slippery Rock,PA,16057
8191,5/28/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,,Dublin,OH,43016-6070
250,5/28/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
1334,5/26/24,$204.81 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43085-7216
726,5/25/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43220
2041,5/24/24,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43221
268,5/24/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Tavares,FL,32778
9677,5/23/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Sewickley,PA,15143
8225,5/22/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Dublin,OH,43016
862,5/20/24,$257.78 ,Donation,Unrestricted,Sam's Fans 2024,2024 Sam's Fans 5K,Powell,OH,43065
163,5/20/24,$22.80 ,Recurring Donation Payment,Unrestricted,,,Powell,OH,43065
165,5/18/24,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Beavercreek,OH,45434
535,5/18/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43214
8231,5/18/24,$20.76 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-4014
10382,5/15/24,$21.11 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Columbus,OH,43214
9739,5/15/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Dublin,OH,43017
9068,5/15/24,$15.91 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,columbus,OH,43235
1566,5/15/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Darien,CT,06820-3204
2139,5/15/24,$22.80 ,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
825,5/15/24,$50.00 ,Recurring Donation Payment,Unrestricted,,,Saint James City,FL,33956
383,5/15/24,$100.00 ,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
5,5/14/24,$515.24 ,Donation,Unrestricted,Sam's Fans 2024,2024 Sam's Fans 5K,Columbus,OH,43235
8831,5/14/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43221
10625,5/14/24,$257.78 ,Donation,Unrestricted,Sam's Fans 2024,2024 Sam's Fans 5K,Powell,OH,43065
1689,5/13/24,$515.24 ,Donation,Unrestricted,Sam's Fans 2024,2024 Sam's Fans 5K,Columbus,OH,43215
825,5/13/24,$257.78 ,Donation,Unrestricted,Sam's Fans 2024,2024 Sam's Fans 5K,Saint James City,FL,33956
8575,5/12/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Sammamish,WA,98074
1231,5/12/24,$20.00 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Edgewater,FL,32132-6942
752,5/12/24,$102.56 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
9765,5/11/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,Galena,OH,43021
323,5/11/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Powell,OH,43065
1351,5/11/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43221
10624,5/11/24,$53.34 ,Donation,Unrestricted,Sam's Fans 2024,,dublin,OH,43017
32,5/11/24,$100.00 ,Recurring Donation Payment,Unrestricted,,,St. James City,FL,33956
